1266,623,1644,623,1644,686,1266,686
2211,1102,2375,1102,2375,1146,2211,1146
1675,1171,2028,1171,2028,1234,1675,1234
2211,1253,2387,1253,2387,1310,2211,1310
573,1379,1228,1379,1228,1436,573,1436
2041,1455,2148,1455,2148,1682,2041,1682
762,1530,1241,1530,1241,1600,762,1600
2280,1719,2349,1719,2349,2356,2280,2356
321,1707,1234,1707,1234,1776,321,1776
321,1808,863,1808,863,1877,321,1877
321,1902,1285,1902,1285,1978,321,1978
321,2003,1474,2003,1474,2072,321,2072
315,2104,1089,2104,1089,2173,315,2173
314,2205,1398,2197,1399,2272,315,2280
315,2305,1052,2305,1052,2375,315,2375
2520,2595,2835,2595,2835,2658,2520,2658
875,2709,1864,2709,1864,2778,875,2778
1744,3176,2670,3160,2672,3230,1745,3246
308,3181,504,3181,504,3250,308,3250
680,3181,1008,3181,1008,3244,680,3244
1436,3181,1549,3181,1549,3244,1436,3244
1378,3282,1858,3272,1859,3339,1380,3349
2273,3360,2790,3352,2791,3420,2274,3428
497,3389,680,3389,680,3439,497,3439
2280,3433,2683,3433,2683,3502,2280,3502
1354,3528,1745,3528,1745,3591,1354,3591
