277,788,1581,802,1581,851,276,837
377,1159,623,1150,625,1198,378,1207
1827,1260,1984,1260,1984,1310,1827,1310
863,1329,1033,1329,1033,1373,863,1373
1354,1323,1675,1323,1675,1379,1354,1379
1827,1398,1984,1398,1984,1449,1827,1449
258,1505,1518,1505,1518,1549,258,1549
1858,1581,1953,1581,1953,2179,1858,2179
573,1638,989,1638,989,1701,573,1701
1398,1638,1631,1638,1631,1701,1398,1701
189,1789,762,1789,762,1852,189,1852
189,1871,1115,1871,1115,1934,189,1934
182,1959,825,1959,825,2022,182,2022
182,2047,863,2047,863,2110,182,2110
182,2129,856,2129,856,2198,182,2198
182,2217,913,2217,913,2280,182,2280
176,2299,1033,2299,1033,2362,176,2362
2104,2570,2375,2570,2375,2614,2104,2614
655,2658,1524,2658,1524,2721,655,2721
1411,3105,2230,3105,2230,3168,1411,3168
491,3112,800,3112,800,3162,491,3162
1152,3112,1241,3112,1241,3162,1152,3162
1095,3200,1518,3190,1519,3251,1096,3261
1914,3276,2374,3268,2375,3330,1915,3338
283,3282,491,3282,491,3332,283,3332
1915,3339,2280,3339,2280,3402,1915,3402
1083,3414,1411,3414,1411,3471,1083,3471
