1101,86,1886,86,1886,230,1101,230
553,436,1770,409,1772,482,554,508
1604,1030,2036,1018,2038,1097,1606,1108
957,1044,1180,1044,1180,1108,957,1108
740,1291,1813,1250,1815,1320,742,1361
727,1454,1130,1454,1130,1533,727,1533
106,1668,942,1652,944,1727,108,1743
106,1778,1309,1755,1311,1835,108,1858
114,1890,1021,1875,1023,1951,115,1966
106,2003,1093,1977,1096,2063,108,2089
108,2102,720,2102,720,2181,108,2181
115,2217,720,2217,720,2296,115,2296
114,2340,906,2323,908,2400,115,2417
748,2764,1857,2764,1857,2844,748,2844
