1083,365,1530,365,1530,459,1083,459
1934,1077,2053,1077,2053,1121,1934,1121
926,1146,1096,1146,1096,1197,926,1197
1430,1146,1770,1146,1770,1209,1430,1209
1934,1228,2097,1228,2097,1272,1934,1272
592,1329,1524,1329,1524,1392,592,1392
623,1474,1058,1474,1058,1537,623,1537
1512,1486,1719,1486,1719,1537,1512,1537
226,1638,1077,1638,1077,1701,226,1701
226,1726,976,1726,976,1789,226,1789
226,1814,932,1814,932,1877,226,1877
226,1902,926,1902,926,1965,226,1965
226,1990,1014,1990,1014,2053,226,2053
226,2079,1083,2079,1083,2148,226,2148
226,2167,982,2167,982,2230,226,2230
2230,2438,2509,2449,2507,2497,2228,2486
718,2532,1537,2532,1537,2595,718,2595
214,3005,396,3005,396,3068,214,3068
1505,2998,2356,2998,2356,3068,1505,3068
554,3011,825,3011,825,3055,554,3055
1178,3093,1619,3093,1619,3156,1178,3156
340,3175,554,3175,554,3231,340,3231
2034,3175,2507,3175,2507,3238,2034,3238
403,3244,491,3244,491,3301,403,3301
2041,3244,2406,3244,2406,3307,2041,3307
384,3326,529,3326,529,3370,384,3370
1171,3326,1499,3326,1499,3376,1171,3376
