220,1014,762,1014,762,1058,220,1058
182,1820,567,1820,567,1871,182,1871
189,1896,762,1896,762,1940,189,1940
182,1965,762,1965,762,2009,182,2009
182,2025,838,2034,837,2083,182,2074
176,2088,712,2099,711,2153,175,2143
182,2164,561,2173,560,2220,181,2211
176,2230,1020,2230,1020,2286,176,2286
554,2515,1247,2523,1247,2584,553,2576
434,2891,642,2891,642,2929,434,2929
1159,2898,1820,2898,1820,2954,1159,2954
938,2973,1278,2973,1278,3017,938,3017
1575,3042,1845,3042,1845,3087,1575,3087
894,3143,1165,3143,1165,3187,894,3187
