1153,1170,1635,1170,1635,1286,1153,1286
813,1469,1618,1469,1618,1527,813,1527
2166,1983,2365,1983,2365,2050,2166,2050
1660,2075,1983,2075,1983,2133,1660,2133
672,2456,1128,2456,1128,2539,672,2539
2229,2673,2310,2671,2328,3377,2247,3379
182,2655,1261,2655,1261,2730,182,2730
174,2763,1029,2763,1029,2838,174,2838
174,2871,979,2871,979,2954,174,2954
166,2971,1203,2971,1203,3054,166,3054
166,3087,763,3087,763,3154,166,3154
166,3187,1502,3187,1502,3278,166,3278
166,3295,1070,3295,1070,3378,166,3378
730,3735,1817,3735,1817,3809,730,3809
1626,4224,2656,4224,2656,4307,1626,4307
514,4233,904,4233,904,4299,514,4299
1253,4340,1776,4340,1776,4415,1253,4415
2257,4457,2656,4457,2656,4515,2257,4515
